ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2021;UF;17;Tocantins;0.731;0.779;0.732;0.684;0.667;0.767;0.568;0.689;0.58;0.458;0.115;0.207;0.33;22.2;11.5;20.7;33;21.7;71.74;18.77;9.17;50.02;81.91;91.77;75.71;57.33;66.68;9.32;7.75;8.21;9.38;98.86;94.8;30.86;91.93;62.12;51.08;18.55;12.98;9.75;97.64;96.16;70.87;18.12;564.61;575.77;1144.65;79.77;106.5;240.03;355.23;548.46;1564.73;2418.45;13.96;9.03;0.513;0.463;5.75;12.73;32.66;29.7;73.27;147.09;1593903;1593903;1563021;48866;223369;293552;64417;70183;1208618;73530;173939;1138435;964496;146146;625644
2021;UF;21;Maranhão;0.676;0.715;0.716;0.603;0.618;0.77;0.493;0.619;0.546;0.354;0.134;0.237;0.413;27.1;13.4;23.7;41.3;26.1;67.9;23.38;7.37;49.76;91.56;95.11;67.08;54.17;61.82;8.32;11.49;12.4;14.93;98.86;92.27;26.68;88.15;55.9;41.66;9.43;14.76;10.83;96.6;97.96;61.65;13.25;341.32;352.34;807.31;69.14;40.43;128.6;218.24;359.3;961.17;1345.56;15.92;11.37;0.53;0.503;16.91;32.53;56.66;33.61;68.45;120.96;7118214;7118080;6895549;232640;1154831;1587262;403739;432430;5277699;404521;889879;4845269;3955389;524590;2074591
2021;UF;22;Piauí;0.69;0.726;0.698;0.649;0.574;0.769;0.509;0.633;0.527;0.395;0.128;0.245;0.391;26.3;12.8;24.5;39.1;25.5;68.57;22.57;9.57;47.15;96.79;91.05;62.4;57.19;57.44;8.09;13.27;14.14;16.7;98.95;91.31;36.28;86.33;51.86;40.06;12.78;15.43;11.52;96.47;98.4;59.25;20.81;452.75;454.7;802.59;62.63;67.67;173.92;300.46;474.12;1233.57;1782.89;14.76;10.21;0.516;0.499;11.3;24.45;43.75;45.44;78.52;130.32;3288504;3287590;3273480;98438;452415;614162;161461;161747;2549613;147692;386654;2387866;2001211;314844;1157461
2021;UF;23;Ceará;0.734;0.784;0.766;0.658;0.644;0.836;0.543;0.702;0.597;0.383;0.105;0.221;0.418;26;10.5;22.1;41.8;24.8;72.02;16.25;9.67;46.19;95.26;95.99;75.89;67.14;64.41;8.73;11.32;12.06;13.92;98.68;88.47;29.64;89.3;59.94;46.08;11.77;7.39;5.29;95.59;97.61;67.62;19.83;480.55;487.32;976.34;70.03;62.42;173.34;289.89;467.74;1407.68;2085.49;17.69;11.94;0.549;0.558;11.72;23.19;44;37.89;71.71;128.86;9237820;9231196;9102846;262447;1260441;1732097;418190;471656;7212729;416973;1025198;6741073;5715874;893736;3172749
2021;UF;24;Rio Grande do Norte;0.728;0.819;0.68;0.692;0.636;0.703;0.537;0.736;0.55;0.383;0.101;0.191;0.447;26.2;10.1;19.1;44.7;24.6;74.16;16.84;9.24;42.78;88.07;93.57;56.43;43.08;63.64;9.19;9.8;10.29;11.92;98.5;94.66;40.49;85.26;59.91;48.86;16.49;15.37;11.14;96.09;98.31;54.36;17.95;593.46;597.7;1164.42;69.86;74.87;184.85;311.31;515.28;1887.15;2813.08;21.66;14.53;0.587;0.639;9.32;20.9;42.1;43.31;76.63;134.64;3560903;3560625;3535418;97718;472689;627342;154974;154652;2823095;156880;392586;2668442;2275855;329183;1266552
2021;UF;25;Paraíba;0.698;0.779;0.669;0.653;0.573;0.723;0.514;0.694;0.506;0.386;0.109;0.244;0.409;26.4;10.9;24.4;40.9;25.4;71.72;17.68;9.28;46.25;87.1;91.54;60.64;50.08;57.26;8.16;12.95;13.68;15.79;98.39;90.08;32.06;83.84;52.57;39.79;12.93;14.62;10.06;95.63;96.1;54.45;16.7;465.74;477.29;984.09;66.97;58.23;162.41;273.95;438.55;1357.89;2080.02;18.85;12.31;0.562;0.563;12.95;24.91;46.62;39.01;72.11;127.77;4038225;4036967;3939280;110145;548926;732449;191511;183523;3135968;184512;442878;2952445;2509566;374749;1274812
2021;UF;26;Pernambuco;0.719;0.797;0.721;0.647;0.64;0.766;0.53;0.72;0.571;0.362;0.096;0.208;0.44;26.3;9.6;20.8;44;24.8;72.83;14.76;8.66;44.61;85.84;93.23;68.11;59.16;64.02;8.92;9.8;10.36;12.28;98.27;91.03;30.98;85.63;59.78;47.43;12.73;12.63;9.38;95.99;96.81;61.65;17.62;447.97;460.91;970.11;72.01;48.29;153;256.2;410.13;1372.44;2108.58;20.95;13.64;0.579;0.609;14.58;26.96;49.64;34.99;66.49;124.89;9616357;9614636;9344723;310785;1270590;1729199;427680;458608;7482544;533719;1152273;7023935;5871661;832465;3191425
2021;UF;27;Alagoas;0.684;0.748;0.679;0.63;0.599;0.723;0.505;0.657;0.517;0.38;0.122;0.239;0.397;26.1;12.2;23.9;39.7;25.3;69.87;20.27;7.79;46.85;86.52;94.51;62.01;46.15;59.88;8.44;13;13.83;16.44;96.69;92.43;31.45;82.72;55.18;42.42;12.73;13.89;9.45;94.95;96.01;57.69;13.63;404.28;412.97;872.3;67.16;59.15;161.62;254.42;401.76;1142.06;1659.92;15.04;10.35;0.526;0.492;11.89;24.22;49.99;35.37;70.7;133.33;3358030;3358030;3287366;106552;474644;633527;164248;158883;2548366;182891;407420;2389483;1982062;261596;1042798
2021;UF;28;Sergipe;0.702;0.764;0.684;0.662;0.625;0.715;0.522;0.68;0.551;0.38;0.11;0.195;0.426;25.6;11;19.5;42.6;24.4;70.85;17.85;6.89;41.79;88.2;92.63;56.31;49.05;62.46;8.79;11.48;12.18;14.43;98.73;91.09;31.26;82.32;58.23;44.98;13.13;18.35;12.67;96.17;97.56;50.67;15.53;492.78;498.47;974.37;70.5;65.82;170.54;273.82;454.72;1470.12;2284.15;19.33;12.44;0.568;0.591;10.86;22.46;47.45;39.35;73.16;135.75;2338333;2336955;2310283;73090;334027;443113;118948;109085;1810226;114353;298444;1701141;1402696;161072;831451
2021;UF;29;Bahia;0.691;0.772;0.659;0.648;0.617;0.681;0.507;0.68;0.502;0.382;0.119;0.238;0.411;26.6;11.9;23.8;41.1;25.6;71.34;19.69;10.91;46.6;85.01;86;56.4;44.82;61.7;8.53;10.46;11.05;12.73;98.27;94.09;39.09;84.87;57.71;45.92;10.49;22.47;16.84;96.42;97.29;52.2;14.07;451.59;465.19;855.2;63.37;54.64;166.96;275.62;453.95;1289.27;1930.02;17.42;11.64;0.546;0.536;12.82;24.61;46.64;33.68;68.51;128.39;14965636;14951834;14514564;406066;1914578;2622182;655604;707603;11840811;694561;1632679;11133208;9500528;1632460;4985500
2021;UF;31;Minas Gerais;0.774;0.846;0.762;0.718;0.665;0.815;0.625;0.777;0.656;0.478;0.081;0.139;0.334;19.2;8.1;13.9;33.4;18.5;75.75;12.03;10.5;43.62;89.94;98.06;73.63;64.43;66.47;9.57;4.41;4.63;5.27;99.23;93.33;30.24;92.36;62.41;49.7;16.95;6.74;3.88;97.14;98.62;68.28;20.43;699.24;706.64;1173.76;73.2;135.95;303.96;478.9;702.28;1873.76;2654.71;12.07;8.52;0.487;0.423;4.04;8.67;23.68;31.97;73.66;152.03;21401130;21397247;21173198;581385;2487699;3377488;781107;889789;17148791;861658;2199612;16259002;14059390;2247854;9301828
2021;UF;32;Espírito Santo;0.771;0.864;0.742;0.715;0.687;0.771;0.611;0.798;0.634;0.45;0.076;0.146;0.371;20.8;7.6;14.6;37.1;19.8;76.86;9.92;9.41;45.6;93.98;95.12;65.69;53.64;68.68;9.85;5;5.24;5.96;98.87;93;32.41;87.34;65.8;52.77;16.89;11.38;6.55;96.96;97.77;60.72;20.23;684.63;700.74;1200.14;75.51;113.46;278.91;454.46;676.87;1903.6;2711.73;13.82;9.7;0.508;0.452;5.48;10.68;26.37;24.46;65.4;142.1;4104647;4104539;4010200;122335;518920;698659;165042;179738;3205396;173290;404725;3025658;2620932;386229;1763386
2021;UF;33;Rio de Janeiro;0.762;0.769;0.758;0.759;0.776;0.749;0.592;0.696;0.681;0.438;0.095;0.102;0.423;22.3;9.5;10.2;42.3;20.7;71.12;14.22;13.47;44.57;82.37;90.65;68.81;57.6;77.62;11.04;1.89;1.95;2.18;98.66;95.73;38.2;90.35;75.79;63.03;23.9;15.97;13.11;97.21;96.84;64.29;23.54;901.42;936.23;1619.16;72.33;116.76;309.33;505.49;818.43;2760.57;4032.69;18.93;12.96;0.565;0.549;6.33;10.44;22.51;18.28;54;130;17462801;17460829;16811577;424865;1901601;2541181;649041;639580;14432409;652183;1731762;13792829;12061066;2353017;7026556
2021;UF;35;São Paulo;0.806;0.81;0.839;0.771;0.783;0.869;0.654;0.744;0.752;0.5;0.082;0.104;0.352;18.9;8.2;10.4;35.2;17.9;73.61;12.66;11.4;42.71;90.78;97.37;82.19;77.13;78.28;10.92;1.94;1.97;2.25;99.42;92.4;30.79;96.4;75.33;62.82;24.49;5.73;4.79;97.02;98.14;75.42;24.51;971.82;989.75;1679.45;78.49;164.99;374.23;588.27;902.17;2829.14;4200.83;15.58;10.49;0.533;0.495;3.59;6.55;17.08;22.41;61.93;147.69;46642575;46623127;45778480;1116466;5211047;7016800;1662360;1805753;38001171;2085269;5057492;36195418;31137926;5316726;21142371
2021;UF;41;Paraná;0.769;0.785;0.78;0.744;0.704;0.821;0.628;0.718;0.676;0.51;0.085;0.133;0.314;18.4;8.5;13.3;31.4;17.7;72.11;11.42;9.8;43.98;91.56;96.05;75.09;65.52;70.37;10.12;3.1;3.27;3.71;99.13;93.24;36.57;91.66;67.02;53.56;20.7;7.84;4.59;96.55;96.71;68.1;25.44;817.79;832.71;1424.99;80.06;169.47;366.42;555.09;843.83;2158.25;2960.52;11.05;8.05;0.475;0.382;3;5.97;16.66;20.01;64.88;149.93;11584089;11580329;11372891;308805;1463593;1949690;455048;486097;9180495;498708;1184360;8694398;7510038;1134692;5304736
2021;UF;42;Santa Catarina;0.792;0.827;0.79;0.759;0.74;0.816;0.67;0.762;0.698;0.565;0.078;0.116;0.256;15.4;7.8;11.6;25.6;15;74.6;11.42;10.07;42.39;91.16;93.3;78.58;63.51;73.96;10.27;1.77;1.83;2.01;99.16;93.28;36.55;95.91;70.89;54.17;19.86;8.8;6.9;96.55;97.73;70.17;27.18;901.2;915.13;1466.19;79.31;232.26;480.99;662.7;946.53;2175.57;2976.04;8.34;6.1;0.424;0.302;1.94;4.03;9.94;9.86;64.06;146.47;7326578;7322533;7211044;191010;830436;1116329;272133;285892;5882797;258454;688114;5596904;4908790;737545;3553696
2021;UF;43;Rio Grande do Sul;0.771;0.797;0.75;0.767;0.708;0.772;0.642;0.731;0.674;0.536;0.083;0.101;0.301;16.8;8.3;10.1;30.1;16.2;72.84;12.18;12.85;45.24;89.48;94.92;68.96;55.33;70.79;10.35;2.07;2.14;2.36;99.58;95.89;34.92;91.9;67.87;54.04;19.49;10.81;7.06;98.2;98.89;66.3;22.61;944.53;955.74;1467.19;72;203.23;435.01;649.18;973.18;2462.77;3430.12;10.75;7.72;0.468;0.38;2.22;4.35;12.56;18.94;63.45;151.9;11448117;11443201;11308994;295357;1222759;1650166;419804;427406;9353030;448067;1084410;8925623;7841213;1470783;5289990
2021;UF;50;Mato Grosso do Sul;0.742;0.751;0.741;0.733;0.684;0.772;0.595;0.666;0.635;0.497;0.113;0.143;0.322;19.8;11.3;14.3;32.2;19.3;70.03;18.19;8.09;49.14;89.76;95.26;65.92;58.01;68.35;9.94;3.85;4.05;4.62;98.69;88.08;31.95;87.01;65.2;51.47;19.82;12.94;8.94;95.3;97.64;56.05;22.22;767.68;777.12;1378.08;80.49;152.63;327.64;506.72;747.63;2102.61;3027.99;12.61;8.76;0.496;0.429;3.28;6.96;20.85;27.72;74.22;156.47;2768103;2768103;2734479;99957;384464;500994;111737;116530;2079967;112684;283626;1963436;1679810;223927;1236285
2021;UF;51;Mato Grosso;0.736;0.73;0.758;0.72;0.706;0.785;0.588;0.635;0.638;0.503;0.13;0.158;0.302;20;13;15.8;30.2;19.7;68.77;22.35;7.2;44.8;85.54;96.1;74.27;58.18;70.58;9.83;4.3;4.56;5.36;99.19;91.29;31.68;96.26;65.95;51.48;18.7;9.2;6.5;96.92;98.15;66.28;20.01;707.48;716.25;1351.06;86.75;161.35;325.89;493.99;734.76;1833.83;2509.49;10.3;7.53;0.461;0.363;2.48;6.39;20.15;21.73;75.75;162.1;3512138;3510273;3467286;107683;475504;636082;163002;160577;2678349;146496;384338;2517771;2133433;252817;1584358
2021;UF;52;Goiás;0.737;0.721;0.778;0.714;0.704;0.818;0.591;0.634;0.658;0.496;0.121;0.154;0.306;19.8;12.1;15.4;30.6;19.4;68.28;19.13;9.4;43.73;86.44;95.82;78.63;66.11;70.38;9.85;4.56;4.8;5.54;98.75;94.81;34.57;93.57;66.32;51.75;17.24;8.14;6.42;97.21;97.83;73.41;24.54;679.62;692.12;1225.15;80.25;146.48;310.09;478.79;696.78;1766.9;2459.7;10.77;7.74;0.467;0.367;3.17;7.15;21.8;19.38;73.66;154.81;7208837;7206333;7076219;191527;892468;1193970;300009;301502;5693035;322831;802914;5391533;4588619;677445;3197726
2021;UF;53;Distrito Federal;0.814;0.803;0.817;0.821;0.857;0.798;0.637;0.729;0.745;0.475;0.092;0.088;0.421;21.7;9.2;8.8;42.1;20;73.16;13.93;7.55;38.97;83.26;93.21;76.76;66.01;85.65;12.2;1.84;1.9;2.26;98.75;95.38;47.4;95.6;83.77;74.5;38.12;10.9;8.07;96.68;97.07;69.56;35.03;1326.87;1350.33;2260.48;77.76;169.99;398.97;697.72;1315.04;4044.2;5611.28;19.72;14.22;0.566;0.589;3.42;6.62;15.41;20.87;62.97;138.53;3091667;3090277;3036572;92551;373307;509706;110844;136398;2458116;161461;368955;2321717;1952762;233492;1408902
2012;RM_RIDE;13;Região Metropolitana de Manaus (AM);0.722;0.749;0.695;0.722;0.7;0.692;0.549;0.64;0.598;0.433;0.145;0.14;0.4;23.9;14.5;14;40;22.8;69.91;24.43;4.65;49.29;88.38;88.11;56.88;43.62;70;9.76;3.8;4.13;4.99;96.66;82.81;36.5;79.39;67.42;54.33;11.15;16.75;12.73;91.36;94.09;49.21;17.62;715.3;728.64;1472.12;81.61;113.64;233.73;374.91;600.94;2260.88;3486.06;20.07;13.02;0.581;0.587;4.17;12.62;34.03;25.18;83.86;154.69;2235353;2231982;2191126;79833;390370;531160;127747;140790;1601246;135648;314679;1460455;1145775;103931;878376
2012;RM_RIDE;15;Região Metropolitana de Belém (PA);0.732;0.806;0.695;0.7;0.704;0.691;0.579;0.717;0.603;0.448;0.11;0.132;0.36;20.9;11;13.2;36;20.1;73.33;17.32;5.15;45.48;91.24;87.61;54.82;42.84;70.42;9.63;3.58;3.8;4.54;97.56;87.89;35.54;80.32;67.98;52.18;11.15;22.58;18.25;92.96;95.86;47.33;15.29;623.75;629.07;1142.54;78.24;123.68;252.49;388.31;612.51;1742.12;2487.62;13.23;9.26;0.507;0.449;4.05;10.7;30.52;38.45;81.18;158.17;2189212;2187166;2168650;84435;357809;474174;133328;116364;1617550;130953;297078;1501185;1204107;112751;929754
2012;RM_RIDE;16;Região Metropolitana de Macapá (AP);0.718;0.782;0.684;0.691;0.714;0.67;0.55;0.662;0.569;0.441;0.154;0.168;0.362;23.4;15.4;16.8;36.2;22.8;71.93;27.79;3.21;52.81;76.08;80.37;62.24;49.3;71.39;9.61;4.91;5.46;7;96.36;85.57;35.31;86.39;66.57;53.37;13.65;26.1;22.6;91.25;93.14;52.15;16.95;588.96;592.93;1281.48;86.17;108.02;211.94;330.88;578.46;1710.41;2412.26;15.08;10.69;0.531;0.49;2.45;15.34;39.07;36.42;95.13;158.2;541712;541053;537433;22607;104241;141461;36520;37219;371899;35368;81457;334679;253222;17401;213150
2012;RM_RIDE;21;Região Metropolitana de Grande São Luís (MA);0.729;0.726;0.794;0.673;0.784;0.799;0.572;0.611;0.683;0.448;0.158;0.14;0.335;21.6;15.8;14;33.5;21.1;68.53;29.54;5.65;40.53;96.89;88.36;74.44;59.88;78.39;9.98;4.23;4.52;5.55;98.62;85.54;26.31;90.96;75.1;58.21;10.55;16.03;13.4;94.28;95.26;62.29;14.98;525.78;534.85;1035.15;78.95;117.69;230.23;342.89;539.08;1401.61;1998.56;11.49;8.06;0.48;0.388;4.32;11.54;34.98;25.76;82.7;160.42;1381970;1381147;1357721;37440;203307;279385;71253;76077;1061451;84760;204353;985373;781020;78028;551239
2012;RM_RIDE;22;Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI);0.707;0.771;0.691;0.663;0.616;0.732;0.546;0.672;0.548;0.442;0.129;0.207;0.334;22.8;12.9;20.7;33.4;22.3;71.25;22.25;6.22;46.83;98.36;88.86;61.54;43.87;61.55;8.34;10.79;11.46;13.77;99.6;86.54;33.65;84.16;56.52;39.95;8.38;16.5;12.24;94.64;97.38;56.81;16.37;495;496.53;921.91;77.63;114.9;217.57;317;479.34;1347.86;1952.42;11.74;8.11;0.485;0.405;3.31;13.47;37.31;44.63;94.89;159.64;1189227;1186887;1183239;39029;204639;274986;68173;70347;883847;58722;147963;813499;665535;73912;489899
2012;RM_RIDE;23;Região Metropolitana de Fortaleza (CE);0.732;0.769;0.721;0.706;0.668;0.749;0.55;0.664;0.578;0.433;0.137;0.198;0.387;24.9;13.7;19.8;38.7;24.1;71.14;22.74;6.51;43.12;97.25;85.67;63.43;53.41;66.76;9;8.45;9;10.93;97.95;85.31;29.05;83.49;62.67;45.61;11.93;17.85;14.27;93.16;95.15;53.92;16.05;645.49;651.92;1145.42;75.54;120.68;232.27;358.85;578.48;1944.34;2838.24;16.08;11.02;0.543;0.511;3.21;11.47;34.62;29.57;89.81;161.02;3749484;3734066;3697186;120077;535313;742463;188979;207149;2863969;220202;521889;2656819;2134930;244121;1581065
2012;RM_RIDE;24;Região Metropolitana de Natal (RN);0.723;0.815;0.667;0.694;0.619;0.692;0.554;0.714;0.539;0.443;0.124;0.192;0.362;23.3;12.4;19.2;36.2;22.6;73.89;21.92;6.39;44.98;95.36;85.61;47.29;48.4;61.9;8.73;9.52;10.06;12.01;96.76;83.02;27.18;76.31;58.18;44.08;10;23.96;17.31;91.17;95.19;42.03;14.27;600.98;603.44;1076.14;73.33;108.39;230.82;366.76;573.98;1716.9;2560.07;15.09;10.12;0.525;0.495;4.81;14.08;33.66;42.71;87.55;150.5;1418274;1415671;1409896;43024;207365;284414;78300;77048;1068880;71635;203853;991832;787978;90639;577704
2012;RM_RIDE;25;Região Metropolitana de João Pessoa (PB);0.707;0.779;0.647;0.7;0.57;0.689;0.518;0.675;0.501;0.412;0.133;0.226;0.411;26.6;13.3;22.6;41.1;25.7;71.74;22.84;6.73;43.94;94.66;83.89;57.97;39.01;57.02;8.35;11.54;12.27;14.18;98.63;86.88;32.55;70.44;54.09;42.2;12.63;21.77;17.19;93.74;95.24;48.68;17.73;621.96;627.99;1083;67.64;105.89;229.62;348.36;556.73;1877.3;2779.74;16.57;11.19;0.548;0.54;5.7;13.54;34.32;32.11;79.82;149.97;1234802;1231979;1220145;31891;170658;242008;57996;71349;940970;70982;156088;869620;713531;83119;475239
2012;RM_RIDE;26;Região Metropolitana de Recife (PE);0.738;0.782;0.699;0.735;0.658;0.72;0.552;0.692;0.584;0.416;0.115;0.165;0.434;25.2;11.5;16.5;43.4;23.8;71.89;17.99;6.39;41.91;97.38;85.96;57.35;47.32;65.83;9.54;6.16;6.63;7.71;97.57;88.32;31.77;78.99;63.07;51.26;15.31;20.53;15.99;91.17;92.28;49.22;15.64;775.71;783.4;1436.99;76.52;110.87;235.97;374.54;646.11;2512.39;3756.12;21.66;14.49;0.593;0.636;4.06;12.87;32.75;28.2;84.64;150.87;3826732;3818682;3781194;114211;561894;776980;216486;215085;2941145;190548;473391;2726059;2252668;244518;1573710
2012;RM_RIDE;27;Região Metropolitana de Maceió (AL);0.714;0.776;0.685;0.686;0.636;0.711;0.541;0.668;0.533;0.445;0.139;0.222;0.351;24.2;13.9;22.2;35.1;23.7;71.54;24.95;5.99;42.31;95.77;86.99;54.98;46.58;63.56;8.79;9.78;10.34;12.04;97.39;85.86;34.47;77.48;60.67;44.27;12.6;23.69;18.39;91.88;93.94;45.06;17.8;572.88;582.32;1036.56;70.68;113.04;229.36;338.35;548.08;1641.05;2387.61;13.95;9.59;0.519;0.461;4.39;12.52;35.02;25.84;82.76;156.85;1203933;1201542;1182058;40760;175651;239500;60234;63848;918105;61797;146633;854257;707623;72121;467076
2012;RM_RIDE;28;Região Metropolitana de Aracaju (SE);0.752;0.786;0.724;0.746;0.702;0.735;0.563;0.689;0.607;0.427;0.124;0.162;0.428;25.1;12.4;16.2;42.8;23.8;72.17;21.32;5.02;38.65;97.73;80.63;63.19;52.52;70.23;9.84;5.43;5.8;6.92;97.94;85.12;41.93;81.36;67.66;54.55;15.93;21.57;16.17;87.37;91.36;48.95;27.04;828.72;843.97;1442.85;75.73;130.48;264.33;419.45;740.49;2599.45;3651.7;18.5;13.17;0.569;0.565;3.42;9.18;28.7;18.02;75.86;160.7;877282;875505;859682;29013;118077;166069;41947;47991;676736;48530;118012;628744;510732;44021;379658
2012;RM_RIDE;29;Região Metropolitana de Salvador (BA);0.746;0.771;0.708;0.761;0.725;0.699;0.564;0.66;0.616;0.441;0.144;0.13;0.421;24.5;14.4;13;42.1;23.2;71.26;25.27;5.78;36.92;94.74;87.93;48.18;48.59;72.52;10.05;3.97;4.09;4.88;98.31;88.38;41.07;85.16;70.05;57.42;14.6;24.37;18.01;94.68;95.86;41.41;21.27;908.75;923;1447.37;76.47;124.17;277.09;447.99;774.98;2919.54;4353.3;21.7;14.55;0.59;0.623;3.55;10.71;26.45;23.23;78.97;150.87;3715257;3709129;3651878;113239;502732;667260;164530;164528;2928129;207847;451250;2763601;2312350;214717;1771821
2012;RM_RIDE;31;Região Metropolitana de Belo Horizonte (MG);0.792;0.848;0.751;0.781;0.694;0.782;0.641;0.768;0.653;0.525;0.094;0.13;0.328;19.1;9.4;13;32.8;18.4;75.9;14.9;7.64;41.22;90.98;92.24;71.11;58.27;69.38;9.74;3.1;3.3;3.94;97.89;87.66;30.05;90.81;64.84;49.68;16.58;15.29;11;93.94;94.93;61.92;22.71;1030.47;1038.02;1574.42;77.29;205.08;397.15;602.23;945.83;3002.08;4398.66;14.61;9.97;0.527;0.478;1.49;3.56;13.27;23.3;75.49;166.98;5060834;5057796;5020978;138758;664286;921137;239939;256850;3970301;246156;649073;3713451;3064377;386695;2540219
2012;RM_RIDE;32;Região Metropolitana de Grande Vitória (ES);0.79;0.894;0.728;0.758;0.714;0.735;0.642;0.828;0.622;0.513;0.074;0.145;0.323;18.8;7.4;14.5;32.3;18.1;78.64;9.71;6.5;40.14;92.17;79.34;65.36;57.17;71.41;9.78;4.35;4.59;5.43;97.97;83.4;29.22;86.64;68.29;52.38;14.62;19.17;15.5;86.98;88.85;51.22;16.83;896.02;903.02;1415.66;75.78;194.39;374;556.6;879.58;2473.17;3466.89;12.2;8.7;0.494;0.417;1.57;4.4;14.52;22.26;81.86;164.31;1782431;1781729;1767920;47724;248734;333283;85995;84548;1387834;96790;221629;1303285;1081656;115928;847911
2012;RM_RIDE;33;Região Metropolitana de Rio de Janeiro (RJ);0.784;0.884;0.715;0.761;0.72;0.712;0.627;0.819;0.623;0.484;0.074;0.129;0.364;19.9;7.4;12.9;36.4;18.9;78.05;10.69;9.54;42.55;92.35;82.7;61.49;48.39;71.98;9.95;2.81;2.95;3.37;97.73;89.51;33.06;86.35;69.44;51.8;15.9;23.03;19.56;92.92;93.55;54.1;17.29;913.04;926.3;1467.58;72.57;161.2;342.42;535.32;847.98;2675.66;3895.85;15.47;10.63;0.534;0.492;2.77;6.88;18.97;21.21;77.91;156.5;12191984;12179473;12005075;294919;1549577;2119072;564183;569495;9715719;561404;1372024;9146224;7774200;1162866;5480296
2012;RM_RIDE;35;Região Metropolitana de São Paulo (SP);0.834;0.904;0.808;0.795;0.741;0.843;0.68;0.843;0.701;0.531;0.067;0.132;0.332;18.5;6.7;13.2;33.2;17.7;79.26;9.79;8.61;39.84;94.25;94.7;80.6;67.76;74.13;10.18;2.97;3.15;3.59;98.9;85.64;28.79;93.87;70.53;56.13;19.62;10.56;7.49;93.82;93.6;67.71;20.78;1123.03;1140.22;1857.51;79.39;212.87;436.98;657.2;1028.86;3254.31;4831.69;14.87;10.02;0.528;0.473;1.95;3.81;11.63;8.52;60.06;155.94;20530417;20502118;20192960;504098;2519741;3466644;859553;946903;16449748;922996;2387023;15502845;13115821;1768305;9784836
2012;RM_RIDE;41;Região Metropolitana de Curitiba (PR);0.801;0.868;0.752;0.787;0.717;0.77;0.658;0.8;0.649;0.549;0.078;0.137;0.302;17.8;7.8;13.7;30.2;17.2;77.07;11.03;7.02;40.21;88.88;91.18;73.02;55.03;71.72;9.9;2.76;2.95;3.55;97.38;79.81;31.44;88;68.27;51.4;17.66;12.89;11.12;89.22;92.04;56.41;20.03;1070.92;1082.75;1675.8;77.62;235.97;464.51;700.46;1079.95;2886.39;4055.29;11.58;8.24;0.483;0.395;1.47;2.82;9.83;10.08;56.39;158.35;3316060;3310731;3274557;89944;438281;603246;163754;164965;2597961;188784;425701;2432996;2007294;232865;1624675
2012;RM_RIDE;42;Região Metropolitana de Florianópolis (SC);0.819;0.873;0.787;0.8;0.714;0.826;0.687;0.805;0.687;0.586;0.078;0.127;0.268;16.2;7.8;12.7;26.8;15.8;77.4;11.91;7.7;34.85;95.52;93.88;75.05;65.75;71.43;10.15;3.05;3.24;3.71;97.97;86.62;32.23;89.15;68.19;53.44;19.75;12.32;9.2;92.87;94.56;64.53;24.2;1160.89;1168.57;1689.91;76.11;285.89;541.18;801.69;1204.49;2985.62;4066.57;9.83;7.22;0.454;0.351;0.9;1.95;6.58;17.15;64.18;162.4;925289;925015;918931;20943;108560;152735;40781;44174;757421;45700;110233;713246;603012;71262;480539
2012;RM_RIDE;43;Região Metropolitana de Porto Alegre (RS);0.78;0.856;0.7;0.791;0.696;0.702;0.642;0.785;0.62;0.544;0.083;0.114;0.312;17.6;8.3;11.4;31.2;17;76.33;12.29;9.38;42.35;77.9;85.59;69.21;48.24;69.63;10.08;2.32;2.41;2.67;97.73;82.87;33.44;85.03;67;50.89;16.65;19.83;17.59;92.22;95.29;57.17;21.41;1097.43;1105.81;1727.65;74.17;232.39;451.79;652.68;1027.26;3117.69;4531.58;13.25;9.11;0.511;0.446;1.29;2.88;10.79;14.36;68.53;169.02;4107706;4105877;4074735;100954;547232;750066;209091;202833;3270986;186507;446651;3068152;2621501;385328;1920352
